,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset
0,UE-UE2-0-20250104-21:24:16-106564,TimeSyncUEUE.TsnSwitchDomain2.gptp,"timeDifference:vector:lineartrend(0.0001):crop(t1=0, t2=5)",[0.15321263 0.15321263 0.27595674 0.27595674 0.39662063 0.39662063 0.52180021 0.52180021 0.64678379 0.64678379 0.77754683 0.77754683 0.89672793 0.89672793 1.02328245 1.02328245 1.15174386 1.15174386 1.27231959 1.27231959 1.40231092 1.40231092 1.52346031 1.52346031 1.64745602 1.64745602 1.77668784 1.77668784 1.89644638 1.89644638 2.02128987 2.02128987 2.14664567 2.14664567 2.27225214 2.27225214 2.40321478 2.40321478 2.52514914 2.52514914 2.6457572  2.6457572  2.77089287 2.77089287 2.8977975  2.8977975  3.02327771 3.02327771 3.14870835 3.14870835 3.27674078 3.27674078 3.39944004 3.39944004 3.52505501 3.52505501 3.65679361 3.65679361 3.77127556 3.77127556 3.9059001  3.9059001  4.02759141 4.02759141 4.14952645 4.14952645 4.2778747  4.2778747  4.39759094 4.39759094 4.52325121 4.52325121 4.64633326 4.64633326 4.77345678 4.77345678 4.89697827 4.89697827],[ 2.81900002e-13  1.59647828e-06  1.59647881e-06  5.81240001e-12 -1.59626467e-06 -1.37023673e-07 -3.26397392e-07 -1.59703920e-08  1.05394412e-07  1.01394122e-08  3.75553519e-08  2.34335190e-09 -4.93876520e-09 -6.33765200e-10 -3.82115470e-09 -3.01154700e-10 -3.62005440e-09 -4.33054400e-10 -4.40175400e-10 -1.75399951e-13  4.40017800e-10  3.80178000e-11  7.10455000e-11  4.04550002e-12 -3.17198000e-11 -1.71979995e-12 -7.63819997e-12  1.36180002e-12  3.84460004e-12  1.84460005e-12  1.15980004e-12  1.59800043e-13  7.62100019e-13 -2.37899977e-13 -1.36309993e-12  6.36900065e-13  1.14190002e-12 -8.58099968e-13 -1.49459996e-12 -4.94599966e-13 -1.94399943e-13  1.80560005e-12  4.58160007e-12  2.58160008e-12  3.34740005e-12  2.34740005e-12  2.06430012e-12 -9.35699922e-13 -4.51529986e-12 -5.15299880e-13 -9.62999212e-14  9.03700075e-13  1.91170007e-12  9.11700077e-13  6.72200089e-13  6.72200089e-13  1.83040004e-12  8.30400039e-13  8.31100108e-13  1.83110010e-12  2.11160012e-12  1.11600074e-13 -9.49599936e-13 -9.49599936e-13 -2.00409996e-12  9.95900085e-13  2.63010008e-12  6.30100030e-13  2.37900086e-13  2.37900086e-13 -3.76799937e-13  6.23200059e-13  1.99400018e-12  9.94000184e-13  2.19200038e-13  2.19200038e-13 -2.24299854e-13  7.75700142e-13],linear,vector,UE-UE2,20250104-21:24:16,20250104-212416,UE-UE2,omnetppTest.ini,,,,,TimeSyncUEUE,106564,0,#0,results,0,0
