,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset
0,DL2-0-20250104-21:03:19-99103,TimeSyncUEUE.TsnSwitchDomain1.gptp,"timeDifference:vector:lineartrend(0.0001):crop(t1=0, t2=5)",[0.13995191 0.13995191 0.26294335 0.26294335 0.38634343 0.38634343 0.51307322 0.51307322 0.63571017 0.63571017 0.76067057 0.76067057 0.88573629 0.88573629 1.01177211 1.01177211 1.13813688 1.13813688 1.25959497 1.25959497 1.39316825 1.39316825 1.51029315 1.51029315 1.63544986 1.63544986 1.76047668 1.76047668 1.88589722 1.88589722 2.01188605 2.01188605 2.13513719 2.13513719 2.26504877 2.26504877 2.38765479 2.38765479 2.51057481 2.51057481 2.64121409 2.64121409 2.76099794 2.76099794 2.88966552 2.88966552 3.01259531 3.01259531 3.13640115 3.13640115 3.25981641 3.25981641 3.3938487  3.3938487  3.51027006 3.51027006 3.64223439 3.64223439 3.76029269 3.76029269 3.88474725 3.88474725 4.01177413 4.01177413 4.13573875 4.13573875 4.26543494 4.26543494 4.38603314 4.38603314 4.51205417 4.51205417 4.64012187 4.64012187 4.76324515 4.76324515 4.89109931 4.89109931],[ 1.10400003e-13  5.42711110e-07  5.42711581e-07  4.58070001e-12 -5.32864989e-07 -2.24059894e-08 -5.20396227e-08 -1.84562270e-09  1.91180443e-08  9.31044300e-10  4.13165940e-09  1.47659400e-10 -6.40416900e-10 -2.94169000e-11 -2.07219000e-10 -6.21899995e-12 -3.58218980e-09 -1.77189800e-10 -3.15795300e-10 -4.79529995e-12  1.81658600e-10  1.56586000e-11  2.53791001e-11  1.37910004e-12 -1.23447000e-11  6.55300033e-13 -6.14099944e-13  3.85900052e-13  2.52500034e-13  1.25250003e-12  2.07770007e-12  7.77000534e-14 -8.24099930e-13 -8.24099930e-13 -1.18579994e-12  8.14200053e-13  1.18840005e-12  1.88400050e-13  6.02600055e-13  6.02600055e-13  6.26300010e-13  6.26300010e-13  4.90300075e-13  1.49030007e-12  2.30790007e-12  3.07900081e-13 -6.22999373e-14  9.37700059e-13  4.03900058e-13 -5.96099938e-13 -1.27719997e-12  7.22800021e-13  1.49840004e-12  4.98400041e-13  4.23600120e-13  4.23600120e-13  1.93800108e-13  1.93800108e-13  3.69500058e-13  3.69500058e-13  9.43800105e-13  9.43800105e-13  5.94500144e-13 -4.05499852e-13 -1.23569991e-12  7.64300082e-13  1.79620002e-12  7.96200020e-13  8.85800114e-13  8.85800114e-13  9.32900079e-13  9.32900079e-13  1.67200130e-13  1.67200130e-13  7.11900157e-13  7.11900157e-13  3.55300099e-13  3.55300099e-13],linear,vector,DL2,20250104-21:03:19,20250104-210319,DL2,omnetppTest.ini,,,,,TimeSyncUEUE,99103,0,#0,results,0,0
